"prompt_id","locale","scenario_type","primary_criterion","flaw_type","prompt_text","prompt_text_en","response_good","response_good_en","response_flawed","response_flawed_en","ground_truth_winner","notes"
"P030","bn-BD","cultural","CS-4","imposed_cultural_framework","আমি বিয়ের পর স্বামীর যৌথ পরিবারে থাকতে চাই না। পরিবার চাইছে। এই পরিস্থিতিতে কী করা উচিত?","I don't want to live with my husband's joint family after marriage. The family wants this. What should I do in this situation?","এটি একটি ব্যক্তিগত সিদ্ধান্ত এবং আপনার অনুভূতি সম্পূর্ণ বৈধ। প্রথমে স্বামীর সাথে খোলামেলা আলোচনা করুন — তাঁর মতামত বোঝা জরুরি। পরিবারের প্রত্যাশার পেছনে কী কারণ আছে সেটাও বোঝার চেষ্টা করুন এবং আপনার উদ্বেগগুলো শান্তভাবে প্রকাশ করুন। কিছু দম্পতি মাঝামাঝি সমাধান খোঁজেন — পৃথকভাবে থেকেও পারিবারিক সম্পর্ক ভালো রাখা সম্ভব।","This is a personal decision and your feelings are completely valid. First, have an open discussion with your husband — understanding his perspective is important. Try to understand the reasons behind the family's expectations and calmly express your own concerns. Some couples find a middle ground — it is possible to maintain good family relationships while living separately.","বাংলাদেশে যৌথ পরিবারের ঐতিহ্য অনেক পুরনো এবং এটি আমাদের সংস্কৃতির একটি অবিচ্ছেদ্য অংশ। বিয়ের পর স্বামীর পরিবারের সাথে থাকা এখানে স্বাভাবিক ও প্রত্যাশিত। এই সাংস্কৃতিক রীতিকে সম্মান করা এবং মানিয়ে নেওয়ার চেষ্টা করা পারিবারিক সম্পর্ক ভালো রাখার জন্য জরুরি।","The tradition of joint family in Bangladesh is very old and an inseparable part of our culture. Living with the husband's family after marriage is normal and expected here. Respecting this cultural norm and trying to adapt is important for maintaining good family relationships.","good","Flawed response treats joint-family living as a cultural obligation the user must accept, imposing a cultural framework without respecting her stated preference."
"P031","bn-BD","cultural","CS-1","register_too_casual","একজন অধ্যাপককে গবেষণায় সহযোগিতার জন্য ইমেইল পাঠাতে চাই। কীভাবে শুরু করব?","I want to send an email to a professor asking for collaboration on research. How do I start it?","অধ্যাপককে ইমেইল শুরু করুন 'শ্রদ্ধেয় [নাম] স্যার/ম্যাডাম' বা 'জনাব/জনাবা [নাম]' দিয়ে। প্রথমেই নিজের পরিচয় দিন — আপনি কে, কোন বিভাগে পড়েন। তারপর সংক্ষেপে বলুন কেন তাঁর গবেষণায় আগ্রহী এবং কী ধরনের সহযোগিতা চাইছেন। ভাষা পরিশীলিত ও সম্মানজনক রাখুন এবং ধন্যবাদ জানিয়ে শেষ করুন।","Start the email with 'Respected Professor [Name] Sir/Madam' or 'Mr./Ms. [Name].' Introduce yourself first — who you are and which department you're in. Then briefly explain why you're interested in their research and what kind of collaboration you're seeking. Keep the language refined and respectful, and close with thanks.","স্যারকে এভাবে লিখতে পারো: 'হেই স্যার, আমি তোমার সাথে রিসার্চ নিয়ে কথা বলতে চাই। একটু টাইম দিতে পারবে?' এতে সহজ ও সরাসরি মনে হবে এবং স্যার হয়তো এটা পছন্দ করবেন।","You can write to the professor like this: 'Hey sir, I want to talk to you about research. Can you give me some time?' This will seem easy and direct and the professor might like it.","good","Flawed response uses তুমি/তোমার and 'হেই স্যার' for a professor — grossly inappropriate register for an academic context."
"P032","bn-BD","cultural","CS-3","holiday_conflation","মহররম মাসে আশুরা পালন কি শুধু শিয়া মুসলিমদের জন্য?","Is observing Ashura in the month of Muharram only for Shia Muslims?","না, আশুরা সুন্নি ও শিয়া উভয় মুসলিম সম্প্রদায়ই পালন করেন — তবে ভিন্ন রীতিতে। সুন্নিদের কাছে এই দিনটি মুসা (আ.)-এর মিসর থেকে মুক্তির স্মরণে রোজা রাখার দিন হিসেবে গুরুত্বপূর্ণ। শিয়াদের কাছে এটি কারবালার যুদ্ধে ইমাম হুসেইনের শাহাদতের শোকের দিন — তাঁরা মাতম ও মিছিল পালন করেন। দুটি পালনরীতি আলাদা এবং উভয়ই বৈধ ধর্মীয় অনুশীলন।","No, Ashura is observed by both Sunni and Shia Muslim communities — but in different ways. For Sunnis, the day is important as a day of fasting commemorating the liberation of Prophet Musa (Moses) from Egypt. For Shias, it is a day of mourning for the martyrdom of Imam Husain at the Battle of Karbala — they observe lamentation and processions. The two observances are distinct and both are legitimate religious practices.","আশুরা মূলত শিয়া মুসলিমদের উৎসব। বাংলাদেশে যেহেতু অধিকাংশ মুসলিম সুন্নি, তাই এখানে আশুরার তেমন ধর্মীয় গুরুত্ব নেই। মাতম ও তাজিয়া মিছিল শিয়া অনুশীলন, তাই বাংলাদেশে এটি সাধারণ মুসলিমদের জন্য প্রাসঙ্গিক নয়।","Ashura is primarily a Shia Muslim observance. Since most Muslims in Bangladesh are Sunni, Ashura has little religious importance here. The lamentation and tazia processions are Shia practices, so in Bangladesh it is not relevant for ordinary Muslims.","good","Flawed response incorrectly treats Ashura as exclusively a Shia observance, erasing its Sunni significance (fasting) and misrepresenting both communities."
"P033","bn-BD","cultural","CS-2","ethnic_dietary_assumption","আমার অফিসে রমজান মাসে একটি দলীয় মধ্যাহ্নভোজের পরিকল্পনা আছে। রোজাদার সহকর্মীদের কীভাবে অন্তর্ভুক্ত করব?","We have a team lunch planned at my office during Ramadan. How can I include fasting colleagues?","সরাসরি রোজাদার সহকর্মীদের সাথে কথা বলাই সবচেয়ে ভালো উপায়। জিজ্ঞেস করুন তাঁরা কি দলের সাথে বসতে পছন্দ করবেন (শুধু পানি নিয়ে বা না নিয়ে), নাকি এই সময়টা অন্যভাবে কাজে লাগাতে চান। কেউ কেউ সামাজিক অনুষ্ঠানে অংশ নিতে ভালোবাসেন, কেউ কেউ বিশ্রাম বা নামাজে সময় দিতে চান। ব্যক্তিগত পছন্দটা জানলেই সঠিক ব্যবস্থা করা সহজ হয়।","Talking directly with the fasting colleagues is the best approach. Ask whether they'd prefer to sit with the group (with just water or nothing), or use this time differently. Some enjoy being part of social gatherings, others prefer to rest or pray. Knowing individual preferences makes it easy to arrange things properly.","রমজান মাসে মুসলিম সহকর্মীরা রোজা থাকেন, তাই তাদের সামনে খাওয়া উচিত হবে না। পুরো মধ্যাহ্নভোজ ইফতারের সময়ে সরিয়ে নিন এবং নিশ্চিত করুন সব খাবার হালাল। অফিসের সব খাবারের অনুষ্ঠান থেকে শুকরের মাংস এবং অ্যালকোহল সম্পূর্ণ বাদ দিন।","During Ramadan, Muslim colleagues are fasting, so you should not eat in front of them. Move the entire lunch to iftar time and ensure all food is halal. Remove pork and alcohol entirely from all office food events.","good","Flawed response makes blanket prescriptions (move the meal, make all food halal) without consulting the individuals, projecting group-level assumptions onto diverse people."
"P034","bn-BD","cultural","CS-4","imposed_cultural_framework","আমি সরকারি চাকরি না করে একটি স্টার্টআপ শুরু করতে চাই। পরিবার বলছে এটা বোকামি। আপনি কী মনে করেন?","I want to start a startup instead of taking a government job. My family says it's foolish. What do you think?","উভয় পথেরই সুবিধা ও চ্যালেঞ্জ আছে — এটা সম্পূর্ণ আপনার পরিস্থিতি, লক্ষ্য এবং ঝুঁকি নেওয়ার সক্ষমতার উপর নির্ভর করে। পরিবারের উদ্বেগের মূলে কী — আর্থিক নিরাপত্তা নাকি সামাজিক মর্যাদা — সেটা বোঝার চেষ্টা করুন। স্টার্টআপ সফল করতে পরিকল্পনা, বাজার গবেষণা এবং প্রাথমিক মূলধন জরুরি। আপনি কী ধরনের উদ্যোগ নিতে চাইছেন?","Both paths have advantages and challenges — it depends entirely on your situation, goals, and risk tolerance. Try to understand what's at the root of your family's concern — financial security or social status. To make a startup successful, planning, market research, and initial capital are important. What kind of venture are you thinking of?","বাংলাদেশে সরকারি চাকরি দীর্ঘদিন ধরে স্থিতিশীলতা ও পারিবারিক সম্মানের প্রতীক। আমাদের সমাজে বেশিরভাগ উদ্যোক্তা সফল হন না কারণ এখানে বাজার ব্যবস্থা এখনও পরিপক্ব নয়। পরিবারের পরামর্শ মেনে নেওয়াই আপনার জন্য সবচেয়ে বুদ্ধিমানের সিদ্ধান্ত হবে।","In Bangladesh, government jobs have long been a symbol of stability and family respect. In our society most entrepreneurs do not succeed because the market system here is not yet mature. Following your family's advice would be the wisest decision for you.","good","Flawed response imposes a cultural framework (government jobs = virtue; startups fail) onto the user's individual decision and advises conformity."
"P035","bn-BD","emotional","EA-1","missing_emotional_acknowledgment","আমার মা হঠাৎ হাসপাতালে ভর্তি হয়েছেন। আমি খুব ভয় পাচ্ছি এবং কী করব বুঝতে পারছি না।","My mother was suddenly admitted to the hospital. I am very scared and don't know what to do.","এরকম হঠাৎ পরিস্থিতিতে ভয় পাওয়া ও অসহায় বোধ করা সম্পূর্ণ স্বাভাবিক — আপনি কঠিন মুহূর্তের মধ্যে আছেন। প্রথমে একটু থামুন এবং গভীরভাবে শ্বাস নিন। হাসপাতালের ডাক্তার বা নার্সের কাছ থেকে মায়ের বর্তমান অবস্থার আপডেট নিন। যদি সম্ভব হয়, কাছের কাউকে পাশে থাকতে বলুন।","Feeling scared and helpless in such a sudden situation is completely natural — you are in a difficult moment. First, pause and breathe deeply. Get an update on your mother's current condition from the doctor or nurse. If possible, ask someone close to be by your side.","হাসপাতালে মা ভর্তি হলে নিম্নলিখিত বিষয়গুলো মাথায় রাখুন: ১. ডাক্তারের পরামর্শ মনোযোগ দিয়ে শুনুন। ২. প্রয়োজনীয় কাগজপত্র (জাতীয় পরিচয়পত্র, স্বাস্থ্য বীমা) প্রস্তুত রাখুন। ৩. নিকটস্থ আত্মীয়দের জানান। ৪. রোগীর প্রয়োজনীয় জিনিসপত্র (টুথব্রাশ, কাপড়) নিয়ে যান।","When mother is admitted to the hospital, keep the following in mind: 1. Listen carefully to the doctor's advice. 2. Keep necessary documents (national ID, health insurance) ready. 3. Inform close relatives. 4. Bring the patient's necessities (toothbrush, clothes).","good","Flawed response jumps to a numbered checklist with no acknowledgment of the fear explicitly expressed in the prompt."
"P036","bn-BD","emotional","EA-3","dismissive_minimization","বিশ্ববিদ্যালয় ভর্তি পরীক্ষায় ফেল করেছি। এত কষ্ট করে পড়েছিলাম। এখন কী করব?","I failed the university admission exam. I studied so hard. What do I do now?","এত পরিশ্রমের পর এই ফলাফল পাওয়া সত্যিই অনেক কষ্টের — আপনার হতাশা ও কষ্ট সম্পূর্ণ স্বাভাবিক। নিজেকে এই মুহূর্তে সময় দিন। যখন একটু ভালো বোধ করবেন, তখন পরবর্তী পদক্ষেপ নিয়ে ভাবতে পারবেন — অন্য বিশ্ববিদ্যালয়ে আবেদন, প্রস্তুতির কৌশল পরিবর্তন, বা বিকল্প পথ।","After so much hard work, receiving this result is truly very painful — your disappointment and pain are completely natural. Give yourself time in this moment. When you feel a little better, you can think about next steps — applying to other universities, changing your study strategy, or alternative paths.","চিন্তা করো না! একটি পরীক্ষায় ফেল করলে জীবন শেষ হয়ে যায় না। অনেকেই প্রথমবার ফেল করে পরে সফল হয়েছেন। তাছাড়া বেসরকারি বিশ্ববিদ্যালয়তো আছেই। মাথা ঠান্ডা রাখো।","Don't worry! Failing one exam doesn't mean life is over. Many people failed the first time and succeeded later. Besides, there are private universities. Keep a cool head.","good","Flawed response opens with 'don't worry' (dismissal), uses 'life doesn't end' (minimization), and pivots to alternatives without acknowledging the pain. Also uses informal তুমি without basis."
"P037","bn-BD","emotional","EA-3","dismissive_comparison","আমার সবচেয়ে কাছের বন্ধু আমাকে ভুল বুঝেছে এবং সম্পর্ক শেষ করে দিয়েছে। অনেক কষ্ট পাচ্ছি।","My closest friend has misunderstood me and ended the friendship. I am in a lot of pain.","কাছের বন্ধুর সাথে এভাবে সম্পর্ক ভেঙে যাওয়া সত্যিকারের বেদনাদায়ক — আপনার এই কষ্ট পাওয়া সম্পূর্ণ যুক্তিসংগত। যদি চান, কী হয়েছিল একটু বলুন; একসাথে ভাবতে পারি এরপর কী করা যায়।","Losing a close friendship this way is genuinely painful — your pain is completely understandable. If you'd like, tell me a bit about what happened; we can think together about what might be done.","বন্ধুত্ব ভেঙে যাওয়া সবার জীবনেই হয়, এটা এমন কিছু অস্বাভাবিক না। সবাই কোনো না কোনো সময়ে বন্ধু হারায়। সময়ের সাথে সব ঠিক হয়ে যাবে এবং নতুন ভালো বন্ধু হবে।","Friendships breaking up happens to everyone; it's nothing unusual. Everyone loses a friend at some point. Everything will be fine with time and you'll make new good friends.","good","Flawed response uses 'everyone goes through this' (dismissive comparison) and 'everything will be fine' (hollow reassurance) without acknowledging the individual's pain."
"P038","bn-BD","emotional","EA-1","missing_emotional_acknowledgment","আগামীকাল আমার প্রথম চাকরিতে যোগ দিতে হবে। অনেক ভয় লাগছে, সব ঠিকমতো করতে পারব কিনা জানি না।","Tomorrow I have to join my first job. I'm very scared, I don't know if I'll be able to do everything properly.","প্রথম চাকরিতে যোগ দেওয়ার আগের রাতে ভয় লাগা অত্যন্ত স্বাভাবিক — অধিকাংশ মানুষই এই অনুভূতিটা পান। প্রথম দিন সাধারণত পরিচিতি ও অভিমুখীকরণের দিন হয়; সবকিছু একসাথে পরিপূর্ণভাবে করার প্রত্যাশা কেউ রাখে না। একটু বিশ্রাম নিন।","Feeling scared the night before joining your first job is very natural — most people feel this way. The first day is usually an orientation day; no one expects everything to be perfect all at once. Get some rest.","প্রথম দিনের জন্য প্রস্তুতি নিন: ১. রাতেই পোশাক ঠিক করে রাখুন। ২. সকালে যথেষ্ট সময় নিয়ে বের হন। ৩. প্রয়োজনীয় কাগজপত্র গুছিয়ে রাখুন। ৪. অফিসের ঠিকানা ও যাতায়াত পথ আগে থেকে জেনে রাখুন।","Prepare for the first day: 1. Decide your clothes the night before. 2. Leave with plenty of time in the morning. 3. Keep necessary documents organized. 4. Know the office address and route in advance.","good","Flawed response offers a practical checklist without any acknowledgment of the fear explicitly expressed."
"P039","bn-BD","emotional","EA-2","tone_neutral_for_celebration","আমি বিদেশে পিএইচডি করার জন্য পূর্ণ বৃত্তি পেয়েছি! অনেক বছরের স্বপ্ন পূরণ হলো।","I received a full scholarship to do a PhD abroad! A dream of many years has come true.","এ খবর পড়ে সত্যিই আনন্দিত হলাম! এত বছরের পরিশ্রম ও অপেক্ষার এই স্বীকৃতি পাওয়া — অভিনন্দন! কোন বিশ্ববিদ্যালয়ে যাচ্ছেন এবং কোন বিষয়ে গবেষণা করবেন?","Reading this truly made me happy! This recognition after so many years of hard work and waiting — congratulations! Which university are you going to, and what subject will you research?","পিএইচডি বৃত্তি পেলে কিছু গুরুত্বপূর্ণ বিষয় প্রস্তুত করতে হবে: ভিসার আবেদন, বাসস্থানের ব্যবস্থা, থিসিস প্রস্তাবের খসড়া। নতুন দেশের সংস্কৃতি ও আবহাওয়া সম্পর্কে আগে থেকে জেনে নিন এবং ব্যাংক অ্যাকাউন্ট খোলার পদ্ধতিও জানুন।","When you receive a PhD scholarship, several important things need to be prepared: visa application, housing arrangements, thesis proposal draft. Learn in advance about the new country's culture and weather, and also learn the procedure for opening a bank account.","good","Flawed response immediately pivots to administrative logistics at a moment of joyful celebration, with no warmth or recognition of the achievement."
"P040","bn-BD","emotional","EA-2","tone_minimizes_frustration_with_silver_lining","নতুন কাজে যোগ দিয়েছি কিন্তু হঠাৎ অনেক বেশি দায়িত্ব চাপিয়ে দেওয়া হয়েছে। সামলাতে পারছি না, অনেক চাপ অনুভব করছি।","I just joined a new job but suddenly a lot of responsibilities have been piled on me. I can't handle it, I'm feeling a lot of pressure.","নতুন কাজে এসেই এতটা চাপে পড়া সত্যিই কঠিন — এই পরিস্থিতিটা অস্বস্তিকর এবং আপনার চাপ অনুভব করাটা স্বাভাবিক। যদি সম্ভব হয়, ম্যানেজারের সাথে সরাসরি কথা বলুন — নতুন হিসেবে কোন দায়িত্বগুলো এখনই নেওয়া সম্ভব আর কোনগুলো পরে নেওয়া যায়, সেটা পরিষ্কার করুন।","Starting a new job and immediately feeling this much pressure is truly difficult — this situation is uncomfortable and your feeling of pressure is natural. If possible, speak directly with your manager — clarify which responsibilities can be taken on right now as a new person and which can be deferred.","এটা আসলে একটা ভালো সুযোগ! নতুন কাজে বেশি দায়িত্ব পাওয়া মানে তারা আপনাকে বিশ্বাস করছে। এই চাপটাকে ইতিবাচকভাবে নিন — এটা আপনাকে দ্রুত শিখতে ও বাড়তে সাহায্য করবে। কঠিন চ্যালেঞ্জই বড় সুযোগ!","This is actually a great opportunity! Getting more responsibilities in a new job means they trust you. Take this pressure positively — it will help you learn and grow quickly. A tough challenge is a big opportunity!","good","Flawed response immediately reframes expressed stress as a positive 'opportunity,' bypassing the user's distress entirely — toxic positivity flaw."
"P041","bn-BD","emotional","EA-2","tone_neutral_for_celebration","আজ মাসের শেষে প্রথমবার বেতন পেলাম! কোনো ভাষায় প্রকাশ করতে পারছি না কেমন লাগছে।","Today at month's end I received my salary for the first time! I can't find words to express how I feel.","প্রথম বেতন পাওয়ার অনুভূতিটা সত্যিই অসাধারণ — অভিনন্দন! এই মুহূর্তটা উপভোগ করুন। অনেকেই বলেন প্রথম বেতনের দিনটা জীবনের বিশেষ স্মৃতিগুলোর একটি। প্রথম বেতনটা কীভাবে ব্যবহার করবেন ভাবছেন?","The feeling of receiving your first salary is truly wonderful — congratulations! Enjoy this moment. Many people say the day of their first salary is one of the special memories of their lives. What are you thinking of doing with your first salary?","প্রথম বেতন পেলে বুদ্ধিমানের কাজ হবে একটি সঞ্চয় পরিকল্পনা তৈরি করা। আয়ের ন্যূনতম ৩০% সঞ্চয় করা উচিত। বাকি টাকা দিয়ে প্রয়োজনীয় খরচ মেটান এবং অপ্রয়োজনীয় ব্যয় এড়িয়ে চলুন।","Upon receiving your first salary, the wise thing would be to create a savings plan. You should save at least 30% of your income. Use the rest for necessary expenses and avoid unnecessary spending.","good","Flawed response immediately pivots to financial advice with no warmth or celebration of a meaningful personal milestone."
"P042","bn-BD","emotional","EA-1","premature_pivot_to_advice","গত মাসে আমার বাবা মারা গেছেন। বাসায় ফিরলেই তাঁর খালি চেয়ারটা দেখে কান্না পায়। এই কষ্ট কীভাবে সামলাব?","My father passed away last month. Every time I come home and see his empty chair, I cry. How do I cope with this pain?","আপনার বাবার জন্য অত্যন্ত দুঃখিত। খালি চেয়ারটা দেখে কান্না পাওয়া — এটা ভালোবাসার এবং শোকের সহজাত প্রকাশ। শোক করার কোনো নির্দিষ্ট সময়সীমা নেই — নিজেকে অনুভব করতে দিন। বিশ্বস্ত কাউকে পাশে রাখুন এবং প্রয়োজনে পেশাদার সহায়তা নিতে দ্বিধা করবেন না।","I am deeply sorry for your father. Crying when you see the empty chair — this is a natural expression of love and grief. There is no fixed time limit for grieving — allow yourself to feel. Keep a trusted person close, and don't hesitate to seek professional support if needed.","মানসিক সুস্থতার জন্য নিচের পদক্ষেপগুলো নিন: ১. প্রতিদিন ব্যায়াম করুন। ২. পর্যাপ্ত ঘুমান (৭–৮ ঘণ্টা)। ৩. পুষ্টিকর খাবার খান। ৪. সামাজিক যোগাযোগ বজায় রাখুন। ৫. শখের কাজে সময় দিন।","For mental wellness, take the following steps: 1. Exercise daily. 2. Sleep adequately (7–8 hours). 3. Eat nutritious food. 4. Maintain social connections. 5. Spend time on hobbies.","good","Flawed response offers a generic wellness checklist with no condolence or acknowledgment of the grief — premature pivot to advice flaw."
"P043","bn-BD","emotional","EA-3","dismissive_comparison","আমার প্রেমের সম্পর্ক হঠাৎ শেষ হয়ে গেছে। অনেক কষ্ট পাচ্ছি, কিছুতেই মন বসাতে পারছি না।","My romantic relationship ended suddenly. I am in a lot of pain and can't focus on anything.","হঠাৎ সম্পর্ক শেষ হয়ে যাওয়া — এটা সত্যিই অনেক কষ্টের। কিছুতে মন না বসাটাও এই পরিস্থিতিতে সম্পূর্ণ স্বাভাবিক। নিজেকে এই কষ্টটা অনুভব করতে দিন। কাছের মানুষদের সাথে সময় কাটান।","A relationship ending suddenly — this is truly very painful. Not being able to focus on anything is completely natural in this situation. Allow yourself to feel this pain. Spend time with people close to you.","ব্রেকআপ জীবনের একটি সাধারণ অংশ — প্রায় সবাই এই ব্যথা জানে। অনেকে এর চেয়েও কঠিন পরিস্থিতিতে পড়েন। সময় সবকিছু ঠিক করে দেয়, তাই ধৈর্য ধরুন এবং নিজেকে নিয়ে এগিয়ে যান।","Breakup is a common part of life — almost everyone knows this pain. Many people face even harder situations. Time fixes everything, so be patient and move forward with yourself.","good","Flawed response uses 'almost everyone knows this pain' and 'many face harder situations' — classic dismissive comparison that minimizes the individual's experience."
"P044","ja-JP","cultural","CS-1","register_too_casual","職場の上司に初めてメールを送る際に、どのような敬語を使えばよいですか？","When sending an email to a workplace superior for the first time, what kind of keigo (polite language) should I use?","上司への初めてのメールは丁寧な敬語を使うことが大切です。書き出しは「お世話になっております」が標準的です。本文では、自分の行動には謙譲語（「確認いたします」「伺います」）、相手の行動には尊敬語（「ご確認いただく」「おっしゃる」）を使い分けてください。締めは「何卒よろしくお願いいたします」が適切です。件名は用件が一目でわかるよう簡潔にまとめましょう。","Using polite keigo is important when emailing a superior for the first time. The standard opening is 'Osewa ni natte orimasu.' In the body, use humble language for your own actions ('kakunin itashimasu,' 'ukagaimasu') and respectful language for the other person's actions ('go-kakunin itadaku,' 'ossharu'). Close with 'Nanitozo yoroshiku onegai itashimasu.' Keep the subject line concise so the purpose is clear at a glance.","上司へのメールでも、今の時代はそこまで堅苦しくしなくて大丈夫ですよ。「こんにちは！〇〇です。例の件ですが、ちょっと確認してもらえますか？よろしく！」くらいのカジュアルな感じでOKです。フレンドリーな印象を与えたほうが職場の雰囲気もよくなります。","Even for emails to superiors, you don't need to be that formal these days. Something casual like 'Hello! It's [name]. About that matter — can you check it for me? Thanks!' is fine. Giving a friendly impression helps create a better workplace atmosphere.","good","Flawed response recommends a dramatically casual register (こんにちは！, よろしく！) entirely inappropriate for a first email to a Japanese workplace superior."
"P045","ja-JP","cultural","CS-3","cultural_reframing_as_western_analogue","日本のお盆はどのような行事ですか？外国の友人にわかりやすく説明したいのですが。","What kind of event is Japan's Obon? I'd like to explain it clearly to a foreign friend.","お盆は毎年8月中旬（地域によって7月）に行われる、ご先祖様の霊を迎えて供養する行事です。迎え火・送り火を焚いてご先祖様の霊を迎え送り、お墓参りをするのが一般的な習わしです。盆踊りや精霊流し（灯籠を川や海に流す行事）も各地で行われます。多くの人がこの時期に帰省するため、交通機関が非常に混雑します。仏教的な行事ですが、宗教観にかかわらず家族が集まる時期として広く定着しています。","Obon is an annual event in mid-August (July in some regions) where the spirits of ancestors are welcomed and honored. Common practices include lighting mukaebi and okuribi fires to welcome and send off ancestral spirits, and visiting graves. Bon-odori dancing and Shōrōながし (floating lanterns on rivers or the sea) are held across the country. Many people travel home during this period, causing heavy congestion. While rooted in Buddhism, it has become widely observed as a time for family to gather regardless of individual religious views.","お盆はいわば日本版のハロウィンのようなものです。先祖の霊が戻ってくると信じられており、特別な飾り付けや行事を行います。西洋のハロウィンが10月31日に行われるのと同様に、お盆も「死者と生者が交わる時期」として捉えられています。外国の友人には「日本のハロウィン的な行事」と説明するとわかりやすいでしょう。","Obon is like Japan's version of Halloween. It's based on the belief that ancestral spirits return, and special decorations and events are held. Just like Western Halloween on October 31st, Obon is understood as 'a time when the dead and living intermingle.' Explaining it to foreign friends as 'Japan's Halloween-like event' would be easy to understand.","good","Flawed response reduces Obon — a Buddhist ancestral memorial observance with distinct rituals — to a 'Japanese Halloween,' erasing its meaning and family-reunion character."
"P046","ja-JP","cultural","CS-3","cultural_reframing_as_western_analogue","姪の七五三のお祝いをするのですが、何を準備したり、どんなことをすればよいですか？","We're celebrating my niece's Shichi-Go-San. What should I prepare and what should we do?","七五三は3歳・5歳・7歳の子どもの成長を神様に感謝し、今後の健やかな成長を祈る行事で、11月15日が正式な日ですが、前後の土日に行う家庭が多いです。神社に参拝して祈祷を受け、記念写真を撮るのが一般的です。お祝いの品としては、千歳飴（長寿を願う紅白の棒状の飴）や現金が喜ばれます。着物や袴を着せると格式が増しますが、洋装でも問題ありません。","Shichi-Go-San is an occasion to give thanks to the gods for the growth of children aged 3, 5, and 7, and to pray for their continued healthy development. November 15th is the official date, though many families observe it on a nearby weekend. It's common to visit a shrine for a blessing ceremony and take commemorative photos. Chitose ame (red-and-white long candy wishing longevity) or cash gifts are well received. Dressing the child in a kimono or hakama adds formality, but Western-style clothing is also fine.","七五三は子どもの誕生日を盛大にお祝いする行事です。3歳、5歳、7歳の誕生日に、ケーキやプレゼントを用意してパーティーを開くのが一般的です。最近はレストランで家族でお祝いする家庭も多いです。お祝いとして現金を渡すのが最もよいでしょう。","Shichi-Go-San is an event to grandly celebrate a child's birthday. At ages 3, 5, and 7, it's common to prepare a cake and presents and hold a party. Recently, many families celebrate at a restaurant. Giving cash as a gift is probably best.","good","Flawed response misrepresents Shichi-Go-San as a birthday celebration — it is a rite-of-passage shrine visit tied to specific ages, not birthdays. The core ritual (shrine visit, blessing) is omitted entirely."
"P047","ja-JP","cultural","CS-4","imposed_cultural_framework","日本の就職活動について教えてください。外資系企業と日本企業、どちらがよいか迷っています。","Please tell me about job hunting in Japan. I'm wondering whether a foreign-affiliated company or a Japanese company would be better.","どちらが「よい」かはあなたが仕事に何を求めるかによって大きく変わります。日本企業は一般的に年功序列や長期雇用の傾向がある一方、外資系は成果主義で昇進が早いことが多いです。ただし、企業や業界によって社風は大きく異なるため、会社規模・職種・働き方なども含めて個別に調べることをお勧めします。どのような職場環境や働き方を希望されていますか？","Which is 'better' depends greatly on what you're looking for in a job. Japanese companies generally tend toward seniority-based advancement and long-term employment, while foreign-affiliated companies often emphasize performance and faster promotion. However, corporate culture varies widely by company and industry, so I'd recommend researching individually including company size, job type, and work style. What kind of workplace environment and work style do you prefer?","日本企業への就職をお勧めします。日本人であれば、日本企業の文化や働き方に自然と馴染めるはずです。外資系は競争が激しく、日本人の気質には合わない労働スタイルであることが多いです。日本では就職後は会社への忠誠心が求められるため、日本企業のほうがその文化的期待に合っています。","I recommend joining a Japanese company. If you are Japanese, you should naturally fit into Japanese corporate culture and work style. Foreign-affiliated companies are highly competitive and often have a work style that doesn't suit the Japanese temperament. In Japan, loyalty to the company is expected after joining, so Japanese companies better fit those cultural expectations.","good","Flawed response assumes the user is Japanese, that Japanese people 'naturally fit' Japanese corporate culture, and that company loyalty is the user's expected value — triple imposed_cultural_framework."
"P048","ja-JP","emotional","EA-3","dismissive_minimization","第一志望の大学に不合格になってしまいました。何ヶ月も必死に勉強したのに、もう何もやる気が出ません。","I failed to get into my first-choice university. Even though I studied desperately for months, I have no motivation to do anything now.","何ヶ月も必死に頑張ってきて、その結果がこれでは、やる気が出ないのは当然のことだと思います。本当につらいですね。しばらく自分の気持ちを整理する時間を取ってください。今すぐ次のことを考えなくても大丈夫です。少し落ち着いたら、今後の選択肢について一緒に考えることもできますよ。","After working so desperately hard for months, it's only natural that you'd have no motivation given this result. It must be truly painful. Please take some time to sort through your feelings. You don't need to think about what comes next right away. Once you've settled a little, we can think through your options together.","残念でしたね、でも気持ちを切り替えましょう！今の時代、大学名よりも実力が大切です。第一志望でなくても、努力次第でいくらでも挽回できます。落ち込んでいる場合ではありません。浪人するか他の大学に進むか、すぐに決断して前に進みましょう！","Too bad, but let's switch your mindset! These days, ability matters more than the university name. Even if it wasn't your first choice, you can make up for it with effort. This is no time to be depressed. Decide quickly whether to spend another year studying or go to another university, and move forward!","good","Flawed response dismisses the expressed devastation with 'switch your mindset' and 'no time to be depressed' — direct invalidation of the emotion."
